location,total_sqft,bath,bhk
Sarjapur  Road,2275.0,4.0,3
other,1500.0,2.0,2
Hosa Road,1170.0,2.0,2
Banashankari Stage VI,1423.0,2.0,3
Kaggadasapura,1106.0,2.0,2
Kereguddadahalli,1105.0,2.0,2
Babusapalaya,1061.0,2.0,2
Domlur,2100.0,3.0,3
Indira Nagar,1260.0,2.0,2
ITPL,907.0,2.0,2
Bellandur,1211.0,2.0,2
Hennur Road,1904.0,3.0,3
Hennur,1420.0,2.0,2
Panathur,1125.0,2.0,2
Hulimavu,1021.0,2.0,2
Ananth Nagar,1074.0,2.0,2
Kalena Agrahara,1222.0,2.0,2
Hennur Road,1981.0,3.0,3
Yelachenahalli,1103.0,2.0,2
Sarjapur,920.0,2.0,2
other,675.0,3.0,3
Sonnenahalli,1268.0,2.0,3
other,660.0,1.0,1
Harlur,1755.0,3.0,3
Hoskote,945.0,2.0,2
8th Phase JP Nagar,500.0,1.0,1
Bommenahalli,1632.0,3.0,4
Domlur,1276.0,2.0,2
Lakshminarayana Pura,1180.0,2.0,2
ISRO Layout,1370.0,2.0,3
other,1200.0,9.0,9
Electronic City,1400.0,3.0,3
Ramagondanahalli,1251.0,2.0,2
Sarjapur  Road,1346.0,2.0,2
Electronic City Phase II,1090.0,2.0,2
2nd Stage Nagarbhavi,1200.0,4.0,5
Sarjapur  Road,1881.0,3.0,3
Garudachar Palya,1150.0,2.0,2
Sarjapur,2690.0,3.0,3
Dairy Circle,2735.0,4.0,3
Ramamurthy Nagar,1050.0,2.0,2
Hoodi,1660.0,3.0,3
Nagavarapalya,1134.0,2.0,2
Hebbal,1100.0,2.0,2
Magadi Road,800.0,4.0,4
Nagarbhavi,1200.0,4.0,4
other,980.0,3.0,3
CV Raman Nagar,705.0,2.0,1
Anandapura,1200.0,2.0,2
Talaghattapura,1804.0,3.0,3
Battarahalli,1090.0,2.0,2
R.T. Nagar,1500.0,2.0,2
Electronic City,1287.0,3.0,3
Kadubeesanahalli,2800.0,4.0,4
Hormavu,1263.0,2.0,2
Whitefield,1431.0,3.0,3
Dommasandra,999.0,2.0,2
Marathahalli,2524.0,5.0,4
other,600.0,3.0,3
7th Phase JP Nagar,2095.0,3.0,3
Yelahanka New Town,284.0,1.0,1
Ananth Nagar,500.0,1.0,1
Kudlu Gate,1215.0,2.0,2
Yelahanka New Town,2200.0,2.0,2
1st Phase JP Nagar,2077.0,3.0,3
Sarjapur  Road,2880.0,3.0,4
other,499.0,5.0,6
Dasanapura,708.0,2.0,2
Basavangudi,1200.0,2.0,2
Hosakerehalli,925.0,2.0,2
Bannerghatta Road,2826.0,3.0,3
Kanakpura Road,458.0,1.0,1
other,1000.0,5.0,4
Amruthahalli,1450.0,2.0,3
Kasavanhalli,1100.0,2.0,2
Kadubeesanahalli,1185.0,2.0,2
TC Palaya,1200.0,2.0,2
other,660.0,1.0,1
Ambedkar Nagar,1920.0,4.0,3
Jalahalli,1200.0,2.0,2
Bhoganhalli,1205.0,2.0,2
Haralur Road,1200.0,2.0,2
Akshaya Nagar,1421.0,2.0,3
Whitefield,524.0,1.0,1
HSR Layout,4200.0,5.0,5
5th Block Hbr Layout,3600.0,5.0,5
Raja Rajeshwari Nagar,1700.0,2.0,3
Electronic City,1800.0,3.0,4
Dasarahalli,1333.0,2.0,2
Electronic City,1258.0,2.0,2
other,1458.0,2.0,3
Electronic City,1386.0,2.0,2
Electronic City Phase II,1140.0,2.0,2
Electronic City,550.0,1.0,1
Lakshminarayana Pura,1200.0,2.0,2
Whitefield,2135.0,3.0,4
Devarachikkanahalli,991.0,2.0,2
Gottigere,1493.0,2.0,3
Kammasandra,1080.0,2.0,2
Dasanapura,814.0,2.0,2
Bannerghatta Road,1115.0,2.0,2
Whitefield,3075.0,2.0,4
Whitefield,1760.0,3.0,3
Marathahalli,3090.0,4.0,4
other,2700.0,4.0,4
Hebbal,4235.0,5.0,4
KR Puram,1100.0,2.0,2
Banashankari Stage VI,1200.0,7.0,8
Banashankari,1450.0,2.0,2
6th Phase JP Nagar,1810.0,3.0,3
Gunjur Palya,1426.0,2.0,3
Sector 7 HSR Layout,2400.0,2.0,3
Kalyan nagar,1100.0,2.0,2
Electronic City Phase II,650.0,1.0,1
Kaikondrahalli,900.0,2.0,2
Billekahalli,1360.0,2.0,2
Yeshwanthpur,674.0,1.0,1
Whitefield,1655.0,3.0,3
other,936.0,1.0,1
Hormavu,1015.0,2.0,2
Budigere,1153.0,2.0,2
Kengeri,1035.0,2.0,2
Uttarahalli,1150.0,2.0,2
Malleshwaram,1020.0,2.0,2
8th Phase JP Nagar,1160.0,2.0,2
Brookefield,1225.0,2.0,2
Benson Town,5000.0,5.0,4
other,1600.0,2.0,2
Malleshwaram,600.0,1.0,2
Nagappa Reddy Layout,1350.0,3.0,3
Channasandra,830.0,2.0,2
Hennur Road,1155.0,2.0,2
Jalahalli,905.0,2.0,2
Kannamangala,957.0,2.0,2
9th Phase JP Nagar,890.0,2.0,2
KR Puram,3000.0,4.0,4
Electronic City,1070.0,2.0,2
other,2400.0,4.0,4
Kammasandra,1415.0,2.0,2
other,500.0,2.0,1
Whitefield,840.0,1.0,1
Banashankari Stage III,1560.0,9.0,9
Thanisandra,1732.0,3.0,3
Parappana Agrahara,1200.0,1.0,1
Bhoganhalli,1260.0,2.0,2
Horamavu Banaswadi,1357.0,2.0,2
Chamrajpet,650.0,1.0,2
Whitefield,1725.0,3.0,3
Jalahalli,1000.0,2.0,2
TC Palaya,1350.0,1.0,1
7th Phase JP Nagar,3200.0,4.0,4
Bellandur,1717.0,3.0,3
Rajaji Nagar,2367.0,4.0,3
7th Phase JP Nagar,1976.0,3.0,3
Kambipura,883.0,2.0,2
Yelahanka,700.0,1.0,1
Battarahalli,2082.0,3.0,3
HSR Layout,1140.0,2.0,2
Thanisandra,933.0,2.0,2
NRI Layout,800.0,5.0,4
Electronic City Phase II,1155.0,2.0,2
Bannerghatta,1200.0,2.0,2
other,2214.0,3.0,3
Devanahalli,658.0,1.0,1
Bhoganhalli,896.9,2.0,2
Giri Nagar,4000.0,3.0,4
KR Puram,1035.0,2.0,2
Whitefield,2064.0,5.0,4
other,1839.0,3.0,3
Begur Road,1200.0,2.0,2
Yelahanka New Town,488.0,1.0,1
Banashankari Stage II,1200.0,2.0,3
Gunjur Palya,993.0,2.0,2
Hoodi,1225.0,2.0,2
TC Palaya,900.0,2.0,2
Sompura,825.0,2.0,2
Bellandur,3596.0,4.0,4
Electronic City Phase II,1800.0,3.0,3
other,925.0,2.0,2
Sarjapur,1150.0,2.0,2
other,650.0,1.0,1
Sarjapur  Road,675.0,1.0,1
other,720.0,1.0,1
Yelahanka New Town,1100.0,2.0,2
Uttarahalli,1330.0,2.0,3
Koramangala,1320.0,2.0,2
Ulsoor,1685.0,4.0,3
Banashankari,1770.0,3.0,3
Pai Layout,1000.0,2.0,2
Banashankari Stage VI,600.0,5.0,4
Ramamurthy Nagar,2916.0,5.0,4
Kodihalli,1400.0,3.0,3
Horamavu Agara,750.0,2.0,2
Bannerghatta,1070.0,2.0,2
Kannamangala,1536.0,3.0,3
Koramangala,1710.0,3.0,3
JP Nagar,2400.0,3.0,3
Electronic City,1342.0,2.0,2
other,1600.0,3.0,3
Kanakapura,938.0,1.0,1
Budigere,1820.0,3.0,3
Bhoganhalli,2439.0,4.0,4
Bommanahalli,1091.0,2.0,2
Sarjapur  Road,1346.0,2.0,2
Rajaji Nagar,1720.0,3.0,3
JP Nagar,1060.0,2.0,2
Hebbal,1299.0,2.0,2
Yelahanka,1491.0,3.0,3
Basaveshwara Nagar,1200.0,2.0,2
Yelahanka,2088.0,5.0,4
Hulimavu,581.0,1.0,1
Electronic City,1275.0,3.0,3
Kothanur,1095.0,2.0,2
Old Madras Road,1330.0,2.0,2
Marathahalli,1135.0,2.0,2
Whitefield,516.0,1.0,1
Banaswadi,2250.0,5.0,5
Electronic City,770.0,1.0,2
Sarjapur  Road,3930.0,5.0,4
Abbigere,3000.0,8.0,8
Hebbal,3758.0,4.0,4
Bhoganhalli,1707.0,3.0,3
other,1200.0,5.0,5
Sultan Palaya,1070.0,2.0,2
Tumkur Road,1240.0,2.0,3
JP Nagar,1300.0,2.0,2
Ambalipura,1700.0,2.0,2
Hulimavu,935.0,2.0,2
Thigalarapalya,2072.0,4.0,3
other,2200.0,3.0,4
Jalahalli,615.0,1.0,1
KR Puram,1116.0,2.0,2
Whitefield,1639.0,3.0,3
Marathahalli,1839.0,3.0,3
Horamavu Agara,625.0,1.0,1
Thanisandra,933.0,1.0,1
Hosur Road,2289.0,3.0,3
Ramamurthy Nagar,2316.0,3.0,3
Horamavu Agara,1080.0,2.0,2
Munnekollal,1200.0,5.0,7
Vishwapriya Layout,910.0,2.0,2
Hormavu,1200.0,2.0,2
Kothanur,1142.0,2.0,2
Hormavu,1800.0,3.0,3
AECS Layout,1005.0,2.0,2
other,1626.6,3.0,3
Kothanur,1074.0,2.0,2
Basavangudi,1230.0,2.0,2
Whitefield,1820.0,3.0,3
Basapura,1100.0,2.0,2
Kasavanhalli,1230.0,2.0,2
Frazer Town,1200.0,2.0,2
Hosa Road,1161.0,2.0,2
other,1350.0,4.0,4
Kothanur,1285.0,2.0,2
Electronic City,1644.0,3.0,3
Kasavanhalli,1819.0,3.0,3
1st Phase JP Nagar,1205.0,2.0,2
Basavangudi,2350.0,3.0,3
Uttarahalli,1050.0,2.0,2
Raja Rajeshwari Nagar,1270.0,2.0,2
Jigani,1221.0,3.0,3
Haralur Road,1315.0,2.0,2
Raja Rajeshwari Nagar,1250.0,2.0,2
Bisuvanahalli,850.0,2.0,2
7th Phase JP Nagar,1600.0,2.0,3
Electronic City,1250.0,2.0,2
Electronic City Phase II,1300.0,2.0,2
Ambedkar Nagar,5000.0,4.0,4
Judicial Layout,1500.0,3.0,4
6th Phase JP Nagar,750.0,1.0,1
Gubbalala,2000.0,3.0,3
Electronic City Phase II,1940.0,4.0,3
Hennur Road,1590.0,3.0,3
Kothanur,1075.0,2.0,2
TC Palaya,900.0,2.0,2
Raja Rajeshwari Nagar,1260.0,2.0,3
other,1200.0,5.0,6
Thanisandra,1702.0,3.0,3
Bisuvanahalli,1080.0,2.0,3
Kasavanhalli,1189.0,2.0,2
Tumkur Road,1035.0,2.0,2
Hennur Road,1200.0,2.0,2
Mahalakshmi Layout,4482.0,6.0,8
other,1200.0,3.0,3
Yelahanka,1330.0,2.0,2
Ambedkar Nagar,1935.0,4.0,3
other,1410.0,3.0,3
Narayanapura,1469.0,2.0,2
Varthur,986.0,2.0,2
other,1460.0,2.0,3
other,1260.0,2.0,3
Panathur,980.0,2.0,2
Kudlu Gate,1164.0,2.0,2
Subramanyapura,929.0,1.0,2
Kundalahalli,1065.0,2.0,2
other,3000.0,3.0,3
Gunjur,1362.0,3.0,3
Yeshwanthpur,672.0,1.0,1
Brookefield,1746.0,3.0,3
Harlur,1532.0,2.0,2
other,1200.0,2.0,3
Ganga Nagar,1250.0,2.0,2
Whitefield,3565.0,4.0,4
Marathahalli,1170.0,2.0,2
other,1800.0,3.0,3
Cooke Town,2600.0,3.0,3
Nagarbhavi,1200.0,4.0,5
Kasturi Nagar,2507.0,4.0,4
Babusapalaya,1061.0,2.0,2
KR Puram,1290.0,2.0,2
Sarjapur,1200.0,2.0,2
Bharathi Nagar,1120.0,2.0,2
Electronic City,418.0,1.0,1
Sarjapur,1333.0,3.0,3
Sarjapur  Road,1691.0,3.0,3
Thanisandra,747.0,1.0,1
Koramangala,1700.0,3.0,3
Thanisandra,2030.0,4.0,3
Balagere,1012.0,2.0,2
Kudlu,1245.0,2.0,3
7th Phase JP Nagar,1765.0,3.0,3
Gottigere,1110.0,2.0,2
Sarjapur,1044.0,2.0,2
KR Puram,866.28,2.0,2
Whitefield,3410.0,5.0,4
Singasandra,1179.0,2.0,2
Uttarahalli,1125.0,2.0,2
other,2098.0,3.0,3
other,2400.0,3.0,3
Haralur Road,1976.0,3.0,3
5th Phase JP Nagar,1190.0,2.0,2
other,1800.0,3.0,3
Cooke Town,1700.0,3.0,3
Ramamurthy Nagar,900.0,4.0,4
Electronic City,1128.0,2.0,2
other,509.0,1.0,1
Ambedkar Nagar,1852.0,4.0,3
Varthur,1045.0,2.0,2
Marathahalli,1102.0,2.0,2
Kothanur,1140.0,2.0,2
Balagere,645.0,1.0,1
other,2350.0,5.0,5
Nagarbhavi,1200.0,3.0,3
other,2050.0,3.0,3
Sarjapur  Road,1335.0,2.0,2
other,2100.0,1.0,2
Hebbal,1255.0,3.0,3
Hosakerehalli,2376.0,3.0,3
Thanisandra,663.0,1.0,1
other,1276.0,2.0,2
Kodichikkanahalli,1400.0,3.0,3
Malleshwaram,2200.0,3.0,3
Green Glen Layout,1740.0,3.0,3
Bannerghatta Road,1154.0,2.0,2
Munnekollal,1200.0,2.0,2
Hennur,1155.0,2.0,2
Giri Nagar,600.0,1.0,1
Hebbal,2470.0,5.0,4
Padmanabhanagar,1100.0,2.0,2
Hormavu,1250.0,2.0,2
Kothanur,1400.0,2.0,2
other,1600.0,3.0,3
Electronic City,1060.0,2.0,2
Horamavu Banaswadi,1272.0,2.0,2
Kanakpura Road,1296.0,2.0,2
other,2100.0,3.0,4
Karuna Nagar,1945.0,3.0,3
Gunjur Palya,1235.0,2.0,2
other,2100.0,3.0,3
Subramanyapura,1880.0,3.0,3
1st Block Jayanagar,2450.0,4.0,4
Kenchenahalli,1060.0,2.0,2
Hennur Road,2041.0,3.0,3
Hulimavu,1050.0,2.0,2
Vasanthapura,1037.0,2.0,2
LB Shastri Nagar,1184.0,2.0,2
Sarjapur  Road,1680.0,3.0,3
Thanisandra,1411.0,3.0,3
Hosa Road,900.0,5.0,5
other,3500.0,4.0,4
Thanisandra,1702.0,3.0,3
6th Phase JP Nagar,1515.0,2.0,3
JP Nagar,1107.0,2.0,2
Old Madras Road,1720.0,3.0,3
other,1540.0,3.0,3
Bannerghatta Road,1000.0,2.0,2
Electronic City,710.0,1.0,1
other,3200.0,4.0,4
other,900.0,2.0,2
Bannerghatta Road,1250.0,2.0,2
Kaggadasapura,2400.0,4.0,5
Hegde Nagar,1584.01,3.0,3
other,875.0,4.0,4
Kaggadasapura,1485.0,2.0,3
Hennur Road,1100.0,2.0,3
8th Phase JP Nagar,1245.0,2.0,2
Hennur Road,1880.0,4.0,4
Frazer Town,2214.0,3.0,3
Vishveshwarya Layout,600.0,4.0,4
Bannerghatta Road,1640.0,3.0,3
Kengeri Satellite Town,1110.0,2.0,2
other,1200.0,5.0,7
other,4000.0,4.0,4
other,600.0,4.0,4
Haralur Road,1300.0,2.0,2
Hennur Road,1232.0,2.0,2
7th Phase JP Nagar,1275.0,2.0,3
Sarjapur  Road,1222.0,2.0,3
Varthur,1155.0,2.0,2
Horamavu Banaswadi,1200.0,2.0,2
Horamavu Agara,1166.0,2.0,2
5th Phase JP Nagar,4000.0,5.0,5
Rajaji Nagar,1350.0,4.0,4
Dommasandra,900.0,3.0,3
Chandapura,971.0,2.0,3
Hennur,1255.0,2.0,2
EPIP Zone,1810.0,2.0,2
Pattandur Agrahara,1350.0,2.0,2
Thyagaraja Nagar,3000.0,6.0,7
Brookefield,1560.0,3.0,4
Somasundara Palya,1650.0,3.0,3
Hennur Road,1748.0,3.0,3
Channasandra,1200.0,3.0,3
Kengeri Satellite Town,1170.0,2.0,2
Sarjapur  Road,3420.0,4.0,4
Frazer Town,1870.0,3.0,3
Sarjapur  Road,1510.0,2.0,3
Indira Nagar,1149.0,2.0,2
Thanisandra,1948.0,4.0,4
Sarjapur  Road,1242.0,2.0,2
Sonnenahalli,1268.0,2.0,2
Ramamurthy Nagar,1101.0,2.0,2
Gunjur,1362.0,3.0,3
Sarjapur  Road,984.0,3.0,3
Hosa Road,1089.0,2.0,2
other,800.0,1.0,2
Uttarahalli,1345.0,2.0,3
Thanisandra,3600.0,9.0,8
other,1650.0,2.0,4
Kaggalipura,950.0,2.0,2
HBR Layout,1068.0,2.0,2
Yelahanka New Town,860.0,1.0,2
Kengeri,3000.0,5.0,8
Hoodi,1120.0,8.0,8
Banashankari,1800.0,3.0,3
Old Airport Road,2732.0,4.0,4
Ananth Nagar,1010.0,2.0,2
Nagarbhavi,1250.0,3.0,2
Doddakallasandra,1010.0,2.0,2
Mysore Road,1248.52,3.0,3
Attibele,410.0,1.0,1
Naganathapura,1451.0,3.0,3
Giri Nagar,1200.0,3.0,6
JP Nagar,1250.0,2.0,2
Yelahanka,1200.0,5.0,6
KR Puram,1096.0,2.0,2
Electronic City Phase II,1160.0,2.0,2
other,1936.0,3.0,3
Nehru Nagar,1269.0,2.0,3
other,3500.0,3.0,3
Panathur,1586.0,3.0,3
Rajaji Nagar,1376.0,2.0,2
Hosa Road,1538.0,3.0,3
Hosur Road,1427.0,2.0,3
Harlur,1197.0,2.0,2
Varthur,674.0,1.0,2
Kengeri,410.0,1.0,1
Thanisandra,1573.0,3.0,3
Dodda Nekkundi,1135.0,2.0,2
other,1200.0,1.0,1
Sonnenahalli,1268.0,2.0,2
Kambipura,883.0,2.0,2
Yelahanka,1600.0,3.0,3
Thanisandra,1056.0,2.0,2
Jigani,1200.0,11.0,10
Whitefield,4500.0,4.0,4
KR Puram,1204.0,2.0,2
Hennur Road,1460.0,2.0,2
Dodda Nekkundi,1100.0,2.0,2
Uttarahalli,1345.0,2.0,3
Singasandra,1416.0,2.0,2
HSR Layout,1145.0,2.0,2
Munnekollal,7200.0,10.0,10
Rajiv Nagar,972.0,2.0,2
Bellandur,1185.0,2.0,2
Green Glen Layout,1750.0,3.0,3
other,3155.0,4.0,3
Balagere,1007.0,2.0,2
Whitefield,1250.0,2.0,2
Horamavu Agara,994.0,2.0,2
Ramamurthy Nagar,1150.0,2.0,2
Old Madras Road,1157.0,2.0,2
Thigalarapalya,1400.0,2.0,2
Tindlu,1370.07,3.0,3
Magadi Road,1200.0,4.0,5
Judicial Layout,900.0,2.0,2
other,418.0,1.0,1
other,1200.0,3.0,3
ISRO Layout,1200.0,2.0,2
Talaghattapura,1062.0,2.0,2
Bannerghatta Road,1012.0,2.0,2
other,1500.0,2.0,3
ISRO Layout,950.0,4.0,4
Kanakpura Road,1430.0,2.0,2
Channasandra,1195.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Kammanahalli,782.0,4.0,6
Sonnenahalli,1011.0,2.0,2
7th Phase JP Nagar,1450.0,2.0,3
Sarjapur  Road,1129.0,2.0,2
Sarjapura - Attibele Road,1126.0,2.0,2
Attibele,1200.0,3.0,3
other,600.0,4.0,3
Hennur Road,1933.0,3.0,3
TC Palaya,1082.0,2.0,2
LB Shastri Nagar,2400.0,8.0,8
other,610.0,1.0,1
Raja Rajeshwari Nagar,1560.0,4.0,4
Kathriguppe,1300.0,3.0,3
CV Raman Nagar,1125.0,2.0,2
Kengeri Satellite Town,777.4,2.0,2
Old Airport Road,1798.0,3.0,3
other,1864.0,3.0,3
Kengeri,400.0,1.0,1
Rajaji Nagar,1200.0,2.0,2
Ananth Nagar,992.0,2.0,2
R.T. Nagar,1500.0,4.0,4
Bellandur,1200.0,2.0,2
GM Palaya,1735.0,3.0,3
BTM 2nd Stage,1750.0,3.0,3
HSR Layout,1009.0,2.0,2
Jalahalli,1470.0,2.0,3
Bannerghatta Road,1527.0,3.0,3
Chandapura,3300.0,4.0,4
Whitefield,1277.0,2.0,2
Whitefield,1820.0,3.0,3
Banashankari,1886.0,3.0,3
other,1200.0,2.0,3
Jakkur,1880.0,4.0,3
Hennur,1255.0,2.0,2
Somasundara Palya,1140.0,2.0,2
Electronic City Phase II,1025.0,2.0,2
Whitefield,3453.0,4.0,4
other,1200.0,4.0,4
Sarjapur  Road,1850.0,3.0,3
Kaikondrahalli,1250.0,2.0,2
Kodihalli,3522.0,5.0,4
Jalahalli,1244.0,2.0,2
Kumaraswami Layout,623.0,4.0,4
Kengeri Satellite Town,1025.0,2.0,2
7th Phase JP Nagar,1035.0,2.0,2
2nd Stage Nagarbhavi,1500.0,3.0,4
Hosa Road,1470.0,2.0,3
Harlur,1752.12,3.0,3
BTM 1st Stage,600.0,6.0,6
2nd Stage Nagarbhavi,600.0,3.0,4
Old Madras Road,2990.0,3.0,3
Electronic City,1275.0,3.0,3
Bommasandra Industrial Area,1365.0,3.0,3
other,1200.0,2.0,3
Kanakpura Road,2546.0,3.0,3
Banashankari Stage VI,1392.0,3.0,3
Rayasandra,1200.0,3.0,5
Singasandra,1476.0,2.0,3
KR Puram,700.0,1.0,1
Jigani,943.0,2.0,2
Pai Layout,1150.0,2.0,2
Varthur,1615.0,3.0,3
Benson Town,1805.0,3.0,3
Sompura,1350.0,3.0,3
Rajaji Nagar,1357.0,2.0,2
Hebbal,1645.0,3.0,3
Ardendale,1777.26,3.0,3
Bisuvanahalli,845.0,2.0,2
Varthur,1210.0,2.0,2
Electronic City Phase II,829.0,2.0,2
Sarjapur  Road,1879.0,3.0,3
Sarjapur  Road,1157.0,2.0,3
Green Glen Layout,1751.0,3.0,3
other,1550.0,3.0,5
Channasandra,1175.0,2.0,2
Jalahalli,1407.0,2.0,2
Yelachenahalli,1000.0,2.0,2
Electronic City,1518.0,3.0,3
other,3600.0,4.0,4
Tumkur Road,1027.0,2.0,2
HSR Layout,1145.0,2.0,2
Rajaji Nagar,1260.0,2.0,2
other,1600.0,4.0,3
Hegde Nagar,1500.0,3.0,3
Banashankari Stage V,1200.0,4.0,3
Hennur Road,1030.0,2.0,2
Gubbalala,2500.0,6.0,6
Kammasandra,1057.0,2.0,2
Old Airport Road,2774.0,4.0,4
Hormavu,1075.0,2.0,2
Mysore Road,1080.0,2.0,3
Kodihalli,3626.0,5.0,4
Singasandra,1139.7,2.0,2
Sarjapur  Road,2425.0,5.0,4
Sarjapur  Road,1323.0,2.0,2
Hennur Road,1232.0,2.0,2
Kalena Agrahara,900.0,2.0,2
Sarjapura - Attibele Road,740.0,1.0,1
Hebbal,1920.0,3.0,3
Bannerghatta Road,1550.0,3.0,3
Gunjur,1588.0,2.0,3
R.T. Nagar,3600.0,8.0,9
Kogilu,3280.0,9.0,10
other,2170.0,3.0,4
Thanisandra,1719.0,3.0,3
Horamavu Agara,1107.83,2.0,2
Electronic City,1090.0,2.0,1
other,1500.0,5.0,5
Jakkur,1660.0,3.0,3
Nagavara,1247.0,2.0,2
Thanisandra,1595.0,3.0,3
Kaggadasapura,1175.0,2.0,2
9th Phase JP Nagar,1200.0,8.0,8
Old Airport Road,1184.0,2.0,2
Kaval Byrasandra,935.0,2.0,2
Yelahanka,1200.0,2.0,2
Rajaji Nagar,2400.0,5.0,5
Uttarahalli,1000.0,2.0,2
Yelahanka,1705.0,3.0,3
Chikka Tirupathi,2325.0,4.0,4
Varthur,1402.0,2.0,2
Whitefield,2280.0,4.0,3
5th Phase JP Nagar,1080.0,2.0,2
other,1919.0,3.0,3
Begur Road,1100.0,2.0,2
Sarjapur  Road,2500.0,4.0,4
Bannerghatta Road,1200.0,2.0,2
Whitefield,2882.0,5.0,4
TC Palaya,1440.0,5.0,5
other,2180.0,3.0,3
Abbigere,985.0,2.0,2
Sarjapur,950.0,2.0,2
other,1200.0,4.0,4
Hoskote,1003.5,2.0,2
Kaval Byrasandra,2700.0,3.0,3
Sarjapur,3009.0,3.0,3
Chandapura,800.0,1.0,2
Chikkabanavar,2000.0,4.0,5
other,1200.0,4.0,4
Sarjapur  Road,2289.0,3.0,3
Kambipura,883.0,2.0,2
Thanisandra,1698.0,3.0,3
Electronic City Phase II,2187.5,4.0,4
Ambalipura,1060.0,2.0,2
Somasundara Palya,1185.0,2.0,2
Padmanabhanagar,2051.0,3.0,3
Vittasandra,1404.0,2.0,2
Electronic City Phase II,1252.0,2.0,2
Bannerghatta Road,1885.0,3.0,3
Kaikondrahalli,3381.0,6.0,6
Hormavu,980.0,2.0,2
Rajaji Nagar,2500.0,3.0,3
other,2312.0,3.0,3
Bhoganhalli,970.0,2.0,2
Whitefield,1639.5,3.0,3
other,2150.0,3.0,3
Harlur,3425.0,3.0,3
Hennur Road,2950.0,4.0,4
Jalahalli,1200.0,2.0,1
Kathriguppe,1335.0,2.0,3
Rajaji Nagar,2390.0,3.0,3
Thanisandra,1732.0,3.0,3
Sector 2 HSR Layout,1095.0,2.0,2
Kengeri,416.0,1.0,1
Yelahanka,1350.0,2.0,3
Kasturi Nagar,784.0,2.0,4
Bannerghatta,1776.0,3.0,3
Hormavu,860.0,2.0,2
other,2800.0,3.0,3
Nagasandra,1650.0,3.0,3
Whitefield,1190.0,2.0,2
JP Nagar,1133.0,2.0,2
Horamavu Banaswadi,1448.0,4.0,3
Kodichikkanahalli,976.0,2.0,2
other,1350.0,4.0,4
Yelahanka,1633.0,3.0,3
Ramagondanahalli,1151.0,2.0,2
Uttarahalli,1037.0,2.0,2
Thigalarapalya,2215.0,4.0,3
Hennur,1255.0,2.0,2
other,2500.0,2.0,3
Hormavu,1075.0,2.0,2
Harlur,2569.0,5.0,4
ITPL,900.0,2.0,2
Kudlu Gate,1183.0,2.0,2
HSR Layout,1100.0,2.0,2
GM Palaya,1643.0,2.0,3
other,1500.0,2.0,3
Jakkur,1291.0,2.0,2
Hennur,1150.0,3.0,3
Electronic City,1060.0,2.0,2
7th Phase JP Nagar,1575.0,2.0,3
other,1200.0,4.0,5
Mahadevpura,1236.0,2.0,2
Malleshwaram,2475.0,4.0,3
Pai Layout,3800.0,6.0,6
Haralur Road,4694.0,5.0,4
Hulimavu,1200.0,4.0,4
Harlur,1225.0,2.0,2
Thanisandra,1056.0,2.0,2
Banashankari,1200.0,3.0,3
Kudlu Gate,1850.0,3.0,3
Naganathapura,1200.0,1.0,1
other,1018.0,4.0,4
other,3520.0,6.0,5
Jigani,918.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
CV Raman Nagar,1400.0,2.0,3
Hosur Road,1345.0,2.0,2
1st Phase JP Nagar,1900.0,3.0,4
8th Phase JP Nagar,1510.0,2.0,2
Malleshwaram,302.0,2.0,2
ITPL,1500.0,3.0,3
Yelahanka,827.5,1.0,1
Vidyaranyapura,1100.0,2.0,3
other,1200.0,3.0,3
Hormavu,2282.0,4.0,4
Sarjapur,2172.0,3.0,3
Kumaraswami Layout,600.0,2.0,4
8th Phase JP Nagar,3300.0,3.0,3
other,410.0,1.0,1
Kadugodi,1088.0,2.0,2
Sahakara Nagar,1200.0,2.0,2
Haralur Road,1309.0,2.0,2
BTM 1st Stage,1717.0,3.0,3
7th Phase JP Nagar,2100.0,3.0,3
other,880.0,1.0,2
Abbigere,1200.0,6.0,6
5th Phase JP Nagar,1041.0,2.0,2
Bannerghatta,1776.0,3.0,3
Thanisandra,1245.0,2.0,2
Haralur Road,1027.0,1.0,2
Yelenahalli,1200.0,2.0,2
other,1065.0,3.0,3
Kannamangala,1814.0,3.0,3
Ramagondanahalli,1610.0,2.0,3
Kumaraswami Layout,850.0,1.0,1
other,1250.0,2.0,3
Haralur Road,1243.0,2.0,2
Electronic City,1353.0,2.0,2
other,2100.0,3.0,4
Whitefield,4800.0,4.0,4
Sahakara Nagar,1270.0,2.0,2
8th Phase JP Nagar,1200.0,4.0,4
Thanisandra,2695.0,4.0,4
BTM 2nd Stage,1400.0,2.0,2
Kasavanhalli,1585.0,2.0,2
Electronic City,1128.0,2.0,2
Whitefield,60.0,4.0,4
other,1200.0,18.0,18
HSR Layout,1203.0,2.0,2
Mallasandra,905.0,2.0,2
Varthur,1105.0,2.0,2
Channasandra,1200.0,2.0,2
Dasarahalli,1333.0,2.0,2
Haralur Road,1243.0,2.0,2
Margondanahalli,1200.0,2.0,2
Whitefield,1270.0,2.0,2
Chandapura,900.0,2.0,2
Attibele,2400.0,2.0,4
Bannerghatta Road,1450.0,2.0,3
Mahalakshmi Layout,1080.0,2.0,2
